Geneid,Test_Sample1,Test_Sample2,Test_Sample3,Control_Sample1,Control_Sample2,Control_Sample3
ENSMUSG00000119168,0,0,0,0,0,0
ENSMUSG00000086321,0,0,29,0,0,0
ENSMUSG00000087592,0,0,0,0,0,0
ENSMUSG00000028483,679,517,659,410,203,704
ENSMUSG00000028484,900,660,506,514,400,702
ENSMUSG00000082416,0,0,0,0,0,0
ENSMUSG00000066116,8,6,0,58,18,0
ENSMUSG00000028826,412,464,510,456,415,532
ENSMUSG00000052407,102,115,126,136,139,135
ENSMUSG00000064606,0,0,0,0,0,0
ENSMUSG00000098217,0,0,0,0,0,0
ENSMUSG00000080793,1,0,0,0,0,0
ENSMUSG00000028825,0,0,0,0,0,0
ENSMUSG00000097942,0,0,0,0,0,0
ENSMUSG00000085378,0,0,44,0,0,0
ENSMUSG00000085217,0,0,0,0,0,0
ENSMUSG00000083044,3,1,4,1,1,2
ENSMUSG00000087378,0,0,0,30,0,0
ENSMUSG00000028822,1080,868,1363,470,1051,1334
ENSMUSG00000037266,4731,2490,2821,2727,2879,3404
ENSMUSG00000028821,263,235,87,228,220,275
ENSMUSG00000086884,0,0,0,0,0,0
ENSMUSG00000070691,0,56,0,70,0,0
ENSMUSG00000084986,0,0,0,0,0,0
ENSMUSG00000037242,7454,7740,9848,6153,6132,6613
ENSMUSG00000087270,0,0,0,0,0,0
ENSMUSG00000085002,0,0,0,0,0,0
ENSMUSG00000082833,0,0,0,0,0,0
ENSMUSG00000028487,1,0,0,0,0,34
ENSMUSG00000083743,0,0,0,0,0,0
ENSMUSG00000081775,0,0,0,0,0,0
ENSMUSG00000086413,0,0,0,0,0,0
ENSMUSG00000038070,381,198,251,496,224,250
ENSMUSG00000083139,0,0,32,1,0,0
ENSMUSG00000080303,0,0,24,0,0,0
ENSMUSG00000084267,0,0,0,0,0,0
ENSMUSG00000029055,0,0,0,0,0,0
ENSMUSG00000073686,0,0,0,0,0,0
ENSMUSG00000029047,277,120,81,152,108,42
ENSMUSG00000028488,0,0,0,0,0,0
ENSMUSG00000029048,557,393,524,328,220,750
ENSMUSG00000081862,0,0,0,0,0,0
ENSMUSG00000029049,48,68,0,0,0,75
ENSMUSG00000028809,3770,2950,3060,1533,2041,2434
ENSMUSG00000029050,2671,2163,3815,1905,1764,2352
ENSMUSG00000073684,57,65,74,20,0,0
ENSMUSG00000043924,0,0,0,0,0,22
ENSMUSG00000084032,0,0,0,0,0,0
ENSMUSG00000081136,0,0,0,0,0,0
ENSMUSG00000066113,0,0,0,0,0,0
ENSMUSG00000059713,297,219,174,198,228,251
ENSMUSG00000076123,0,0,0,0,0,0
ENSMUSG00002074882,0,0,0,0,0,0
ENSMUSG00000064687,0,0,0,0,0,0
ENSMUSG00000087016,0,0,0,0,0,0
ENSMUSG00000083272,0,0,0,0,0,0
ENSMUSG00000028492,0,0,0,0,0,0
ENSMUSG00000077597,0,0,0,0,0,0
ENSMUSG00000085108,0,0,0,0,0,0
ENSMUSG00000070934,478,178,269,333,317,880
ENSMUSG00000029053,33,0,0,24,49,0
ENSMUSG00000098729,0,0,0,0,0,0
ENSMUSG00000038047,849,557,568,443,475,167
ENSMUSG00000088958,0,0,0,0,0,0
ENSMUSG00000081169,0,0,1,1,2,0
ENSMUSG00000029054,0,0,0,0,0,0
ENSMUSG00000028803,169,440,222,325,20,229
ENSMUSG00000084803,0,61,0,0,85,0
ENSMUSG00000103955,0,0,0,0,0,0
ENSMUSG00000028801,0,0,0,0,0,0
ENSMUSG00002075292,0,0,0,0,0,0
ENSMUSG00000028494,13772,10353,15578,10682,11110,14729
ENSMUSG00000037188,0,0,0,0,0,0
ENSMUSG00002075369,0,0,0,0,0,0
ENSMUSG00000086788,0,0,0,0,0,0
ENSMUSG00000062157,0,0,0,0,0,0
ENSMUSG00000083678,2,67,1,6,7,2
ENSMUSG00000037157,0,0,0,1,0,0
ENSMUSG00000082743,0,1,0,0,0,0
ENSMUSG00000078490,0,46,102,0,52,0
ENSMUSG00000037139,0,0,0,0,0,58
ENSMUSG00000081672,0,0,0,0,0,0
ENSMUSG00000038024,4706,3964,5819,4123,3688,3990
ENSMUSG00000082969,15,32,76,6,19,60
ENSMUSG00000023153,0,0,0,0,0,0
ENSMUSG00000028690,209,94,232,266,435,113
ENSMUSG00000118647,0,0,0,0,0,0
ENSMUSG00000028495,3429,3669,3997,2646,3117,3664
ENSMUSG00000038007,38,22,0,0,0,0
ENSMUSG00000028689,0,1,24,256,116,60
ENSMUSG00000028676,1378,1075,1451,1086,1122,1103
ENSMUSG00000037996,0,0,0,0,0,0
ENSMUSG00000086512,0,0,0,0,0,0
ENSMUSG00002075661,0,0,0,0,0,0
ENSMUSG00000082443,0,0,0,0,0,0
ENSMUSG00000028675,1726,1097,1166,1070,675,1507
ENSMUSG00000083430,0,0,0,0,0,0
ENSMUSG00000062585,515,573,526,404,187,370
ENSMUSG00000028673,1430,1211,1197,730,1037,1704
ENSMUSG00000033985,52,0,50,87,0,8
ENSMUSG00002075917,0,0,0,0,0,0
ENSMUSG00000028496,275,190,305,254,15,453
ENSMUSG00000084809,0,0,0,0,0,0
ENSMUSG00000081530,0,0,0,0,0,0
ENSMUSG00000028672,301,395,185,203,214,242
ENSMUSG00000028671,0,0,27,82,0,34
ENSMUSG00000028688,92,0,58,28,4,34
ENSMUSG00000028670,133,206,226,171,48,157
ENSMUSG00000029064,2793,2578,3585,2576,2522,2143
ENSMUSG00000082429,0,1,25,0,0,0
ENSMUSG00000028669,138,32,132,50,44,33
ENSMUSG00000028687,7,52,25,0,0,48
ENSMUSG00000083852,0,0,0,0,0,0
ENSMUSG00000043155,0,0,0,0,65,0
ENSMUSG00000086417,0,0,0,0,0,0
ENSMUSG00000075390,0,0,0,0,0,0
ENSMUSG00000082841,0,0,0,0,0,0
ENSMUSG00000082063,0,0,0,0,0,0
ENSMUSG00000028668,1275,1476,1575,854,1004,1225
ENSMUSG00000085714,0,0,0,0,0,0
ENSMUSG00000097995,0,0,0,0,56,0
ENSMUSG00000038368,226,0,407,88,209,163
ENSMUSG00000070077,0,0,0,0,0,0
ENSMUSG00000082597,0,0,0,0,0,0
ENSMUSG00000033948,80,0,0,0,0,0
ENSMUSG00002074989,0,0,0,0,0,0
ENSMUSG00002076804,0,0,0,0,0,0
ENSMUSG00000119735,0,0,0,0,0,0
ENSMUSG00000082207,0,0,0,0,0,0
ENSMUSG00000059291,1461,813,1042,1017,1106,1403
ENSMUSG00000082877,0,0,0,0,0,0
ENSMUSG00002074967,0,0,0,0,0,0
ENSMUSG00000007872,284,234,215,147,219,134
ENSMUSG00000018983,148,144,129,3,307,465
ENSMUSG00000028684,153,85,140,118,0,236
ENSMUSG00000036995,1,0,0,0,0,0
ENSMUSG00000001604,0,0,1,0,64,0
ENSMUSG00000046861,524,365,524,231,288,294
ENSMUSG00000051351,159,66,203,335,134,219
ENSMUSG00000086890,0,0,0,0,0,0
ENSMUSG00000081330,0,0,0,0,0,0
ENSMUSG00000082249,0,0,0,0,0,0
ENSMUSG00000028683,370,311,176,148,82,110
ENSMUSG00000088349,0,0,0,0,0,0
ENSMUSG00000085183,0,0,0,0,0,0
ENSMUSG00000028681,0,0,0,98,0,0
ENSMUSG00000073771,50,0,135,52,62,117
ENSMUSG00000066037,1247,395,625,712,395,950
ENSMUSG00000043753,0,0,0,0,0,0
ENSMUSG00000085690,0,0,0,0,0,0
ENSMUSG00000047671,0,0,0,0,0,56
ENSMUSG00000098155,0,0,0,0,0,0
ENSMUSG00000070902,0,0,0,0,0,0
ENSMUSG00000080756,0,0,0,0,0,0
ENSMUSG00000082569,0,0,0,0,0,0
ENSMUSG00000081563,0,0,0,0,0,0
ENSMUSG00000082502,0,0,0,0,0,0
ENSMUSG00000082622,0,0,0,0,0,0
ENSMUSG00000096896,0,0,0,0,0,0
ENSMUSG00000070687,0,0,0,0,0,0
ENSMUSG00000079962,0,0,0,0,0,0
ENSMUSG00000066178,0,0,0,0,0,0
ENSMUSG00000081876,0,0,0,0,0,0
ENSMUSG00000001089,665,541,1091,494,1002,612
ENSMUSG00000028680,70,54,201,22,74,88
ENSMUSG00000033872,0,0,0,0,0,0
ENSMUSG00000070834,0,0,26,0,0,0
ENSMUSG00000047675,2003,993,1856,1255,1723,2407
ENSMUSG00000064542,0,0,0,0,0,0
ENSMUSG00000065680,0,0,0,0,0,0
ENSMUSG00000064751,0,0,0,0,0,0
ENSMUSG00000092680,0,0,0,0,0,0
ENSMUSG00002075817,0,0,0,0,0,0
ENSMUSG00000008489,0,0,0,0,0,0
ENSMUSG00000083377,0,0,0,0,0,0
ENSMUSG00000098563,0,0,0,0,0,0
ENSMUSG00000085817,0,0,0,0,0,0
ENSMUSG00000086042,0,0,0,0,0,0
ENSMUSG00000082523,0,0,0,0,0,0
ENSMUSG00000100863,2,0,9,0,30,4
ENSMUSG00000095937,0,2,5,5,0,4
ENSMUSG00000087517,0,0,0,0,0,0
ENSMUSG00000028533,0,0,0,0,0,0
ENSMUSG00000066107,0,0,0,0,0,0
ENSMUSG00000083296,0,0,0,0,0,0
ENSMUSG00000085209,0,0,0,0,0,0
ENSMUSG00000088914,0,0,0,0,0,0
ENSMUSG00000081987,0,0,0,0,0,0
ENSMUSG00000082919,0,0,0,0,0,0
ENSMUSG00000082325,0,0,0,0,0,2
ENSMUSG00000028678,227,241,58,190,159,242
ENSMUSG00000054000,54,35,1,1,0,162
ENSMUSG00000084833,0,0,0,0,0,0
ENSMUSG00000064850,0,0,0,0,0,0
ENSMUSG00000119227,1,0,4,4,2,1
ENSMUSG00000083607,0,0,0,0,0,0
ENSMUSG00000119142,1,3,0,1,0,1
ENSMUSG00000119654,0,0,0,0,0,0
ENSMUSG00000119459,39,0,0,0,0,0
ENSMUSG00002076093,0,0,0,0,0,0
ENSMUSG00000073797,0,0,0,0,0,0
ENSMUSG00000086482,0,0,0,0,0,0
ENSMUSG00000081685,0,0,0,0,0,0
ENSMUSG00000085931,0,0,0,0,0,0
ENSMUSG00002076402,0,0,0,0,0,0
ENSMUSG00000081508,0,0,0,0,0,0
ENSMUSG00002076227,0,0,0,0,0,0
ENSMUSG00002074983,0,0,0,0,0,0
ENSMUSG00000083359,0,0,0,0,0,48
ENSMUSG00000060268,0,0,0,0,0,0
ENSMUSG00000036940,810,540,562,325,206,1241
ENSMUSG00000028578,108,166,193,232,6,153
ENSMUSG00000082711,0,0,92,0,0,0
ENSMUSG00000083054,0,0,0,0,0,0
ENSMUSG00000092747,0,0,0,0,0,0
ENSMUSG00000036921,0,0,0,0,0,0
ENSMUSG00000048772,0,0,0,0,0,0
ENSMUSG00000070683,0,0,0,0,0,0
ENSMUSG00000103119,0,0,1,0,0,0
ENSMUSG00000028577,1023,1028,699,761,782,1138
ENSMUSG00000063314,2,0,31,111,5,2
ENSMUSG00000028576,202,78,83,127,288,192
ENSMUSG00000049799,62,0,0,16,2,49
ENSMUSG00000077921,0,0,0,0,0,0
ENSMUSG00000028677,784,290,603,622,490,366
ENSMUSG00000085749,0,0,0,0,0,0
ENSMUSG00000028664,0,0,0,20,0,0
ENSMUSG00000036905,784,841,301,882,401,905
ENSMUSG00000036896,261,459,62,399,258,369
ENSMUSG00000036887,0,42,1,62,102,237
ENSMUSG00000028661,0,0,0,5,0,0
ENSMUSG00000060862,292,58,485,306,194,255
ENSMUSG00000077624,0,0,0,0,0,3
ENSMUSG00000085542,0,0,0,0,0,0
ENSMUSG00000087417,0,0,0,0,0,0
ENSMUSG00000085833,0,0,0,26,0,0
ENSMUSG00002076872,0,0,0,0,0,0
ENSMUSG00002075216,0,0,0,0,0,0
ENSMUSG00000080806,0,0,0,0,0,0
ENSMUSG00000082149,0,0,0,0,0,0
ENSMUSG00000006386,0,0,0,0,0,0
ENSMUSG00000036856,62,48,9,0,0,66
ENSMUSG00000006699,9069,7628,10710,5309,7114,8198
ENSMUSG00002074982,0,0,0,71,0,0
ENSMUSG00000070667,0,0,0,0,0,0
ENSMUSG00000078520,0,0,0,0,0,0
ENSMUSG00000023433,0,0,0,0,0,0
ENSMUSG00000086845,0,0,0,0,0,0
ENSMUSG00000041399,0,0,21,70,0,2
ENSMUSG00000100129,0,0,0,0,0,0
ENSMUSG00000085835,0,0,0,0,0,0
ENSMUSG00000065745,0,0,0,0,0,0
ENSMUSG00000028763,68,0,46,0,0,0
ENSMUSG00000099134,0,0,0,0,0,0
ENSMUSG00000028573,88,66,222,86,105,63
ENSMUSG00000093492,0,0,0,22,0,0
ENSMUSG00000028572,96,66,56,64,0,64
ENSMUSG00000028571,0,0,0,0,0,0
ENSMUSG00000118637,0,0,0,0,0,0
ENSMUSG00000083880,0,0,0,0,0,0
ENSMUSG00000081225,0,0,0,34,0,0
ENSMUSG00000080884,0,0,0,0,0,0
ENSMUSG00000083801,0,0,0,0,0,0
ENSMUSG00000082681,0,0,0,0,0,0
ENSMUSG00000081362,0,0,0,0,0,0
ENSMUSG00000084286,0,0,0,0,0,0
ENSMUSG00000028538,99,171,229,93,0,258
ENSMUSG00000066097,0,0,0,0,0,0
ENSMUSG00000082119,0,0,0,0,0,0
ENSMUSG00000082932,0,0,0,0,0,0
ENSMUSG00000052914,0,164,291,66,22,123
ENSMUSG00000015224,0,0,0,0,37,0
ENSMUSG00000052520,0,0,0,0,0,0
ENSMUSG00000078639,0,0,0,0,0,0
ENSMUSG00000088738,0,0,0,0,0,0
ENSMUSG00000098261,0,0,0,0,0,0
ENSMUSG00000084159,0,2,2,0,0,4
ENSMUSG00000082683,0,0,0,0,0,0
ENSMUSG00000048747,0,0,0,0,0,0
ENSMUSG00000085710,0,0,0,0,0,0
ENSMUSG00000033326,508,957,638,485,409,611
ENSMUSG00000088303,0,0,0,0,0,0
ENSMUSG00000033295,0,0,0,41,0,0
ENSMUSG00000098596,0,0,0,0,0,0
ENSMUSG00000059939,243,120,208,200,135,102
ENSMUSG00000110404,0,0,0,0,0,0
ENSMUSG00000028565,187,96,2,59,96,109
ENSMUSG00000082388,0,0,0,0,0,0
ENSMUSG00000083644,0,0,0,0,0,0
ENSMUSG00000064883,0,0,0,0,0,0
ENSMUSG00000046683,0,0,0,0,0,0
ENSMUSG00000082144,0,0,0,0,0,0
ENSMUSG00000033253,635,511,565,478,411,408
ENSMUSG00000028563,150,260,282,90,200,229
ENSMUSG00002076552,0,0,0,0,0,0
ENSMUSG00000006392,386,106,120,74,282,222
ENSMUSG00000006390,1222,1623,1476,1293,1339,1466
ENSMUSG00000006398,194,35,238,287,0,207
ENSMUSG00000081921,0,0,0,0,0,0
ENSMUSG00000041936,131,128,229,60,171,189
ENSMUSG00000006389,0,0,0,67,0,14
ENSMUSG00000035692,0,0,61,0,0,0
ENSMUSG00000078486,409,288,289,329,318,276
ENSMUSG00000033191,0,0,0,49,0,0
ENSMUSG00000080857,0,0,0,0,0,0
ENSMUSG00000081233,0,0,0,0,0,0
ENSMUSG00000028536,0,0,0,37,0,0
ENSMUSG00000050854,0,0,0,16,0,0
ENSMUSG00000095567,436,1075,1134,610,325,864
ENSMUSG00000028730,0,0,0,0,0,0
ENSMUSG00000096351,42,0,1,0,109,38
ENSMUSG00000111895,0,0,0,0,0,0
ENSMUSG00000028729,265,95,491,459,201,370
ENSMUSG00000085292,0,0,0,71,0,0
ENSMUSG00000043698,0,0,0,0,0,0
ENSMUSG00000086521,0,0,0,0,0,0
ENSMUSG00000057021,0,0,0,0,0,0
ENSMUSG00000096042,0,0,0,0,0,0
ENSMUSG00000043383,0,0,0,0,0,0
ENSMUSG00000046790,0,0,0,0,0,0
ENSMUSG00000070821,0,0,0,0,0,0
ENSMUSG00000070820,2,0,0,0,0,0
ENSMUSG00000095218,0,0,0,0,0,0
ENSMUSG00000111159,0,0,0,0,0,0
ENSMUSG00000081474,0,0,0,0,0,0
ENSMUSG00000066061,0,0,0,0,0,0
ENSMUSG00000110947,0,0,0,0,0,0
ENSMUSG00000083336,0,0,0,0,0,0
ENSMUSG00000073769,0,0,0,0,0,0
ENSMUSG00000073768,0,0,0,0,0,0
ENSMUSG00000096705,0,0,0,0,0,0
ENSMUSG00000111259,0,0,0,0,0,0
ENSMUSG00000084133,0,44,0,2,0,0
ENSMUSG00000073765,0,0,0,0,0,0
ENSMUSG00000024903,0,0,0,0,20,56
ENSMUSG00000085895,0,0,0,0,0,0
ENSMUSG00000089591,0,0,0,0,0,0
ENSMUSG00000087238,0,0,0,0,0,0
ENSMUSG00000082143,0,0,0,0,0,0
ENSMUSG00000087464,0,0,0,0,0,0
ENSMUSG00000066060,0,0,0,56,0,0
ENSMUSG00000028645,1925,2159,1977,1323,1251,1799
ENSMUSG00000088552,66,20,0,0,0,101
ENSMUSG00000086683,0,28,51,18,50,6
ENSMUSG00000085505,0,1,0,0,13,0
ENSMUSG00000045268,86,0,60,66,34,40
ENSMUSG00000061859,0,0,1,0,0,0
ENSMUSG00002076106,0,0,0,0,0,0
ENSMUSG00002076456,0,0,0,0,0,0
ENSMUSG00000081046,12,0,0,0,0,0
ENSMUSG00000028644,0,0,0,0,0,0
ENSMUSG00000087166,0,0,0,0,0,0
ENSMUSG00000028643,50,0,0,73,46,0
ENSMUSG00000035407,0,0,0,0,0,0
ENSMUSG00000085843,0,0,0,0,0,0
ENSMUSG00000073794,0,0,0,0,0,0
ENSMUSG00000084188,0,0,0,0,0,0
ENSMUSG00000078584,274,87,140,157,215,106
ENSMUSG00000028642,0,0,0,0,0,0
ENSMUSG00000085626,0,0,0,0,0,0
ENSMUSG00000028560,1049,734,713,1074,530,1251
ENSMUSG00000028753,30,0,0,0,0,0
ENSMUSG00002074957,0,0,0,0,0,0
ENSMUSG00000028641,215,156,122,68,142,99
ENSMUSG00000085203,0,0,0,0,0,0
ENSMUSG00000066058,1,0,0,0,0,0
ENSMUSG00000028639,5829,4281,4725,2894,4742,4327
ENSMUSG00000102819,0,0,0,0,0,0
ENSMUSG00000060288,142,50,207,116,56,146
ENSMUSG00000028556,2485,2042,2465,1286,1785,1485
ENSMUSG00000028553,183,22,0,44,66,52
ENSMUSG00000081733,0,0,10,0,0,0
ENSMUSG00000083698,0,0,0,0,0,0
ENSMUSG00000028549,69,0,73,58,8,0
ENSMUSG00000085142,0,0,0,48,0,0
ENSMUSG00000035305,0,0,0,0,0,0
ENSMUSG00000086385,0,0,0,0,0,0
ENSMUSG00000080967,0,0,0,0,0,0
ENSMUSG00000069733,0,0,0,0,0,0
ENSMUSG00000085871,0,0,0,0,0,0
ENSMUSG00000081553,0,1,0,0,0,0
ENSMUSG00000082601,0,0,0,0,0,0
ENSMUSG00000028637,0,0,0,0,6,28
ENSMUSG00000083836,96,44,69,0,50,1
ENSMUSG00000118403,0,0,0,0,0,0
ENSMUSG00000028636,48,0,173,0,0,0
ENSMUSG00000070806,0,0,0,56,0,0
ENSMUSG00000048899,0,0,0,0,0,0
ENSMUSG00000082009,0,0,0,0,0,0
ENSMUSG00000082814,0,0,0,0,0,0
ENSMUSG00000080773,0,0,0,0,0,0
ENSMUSG00000084379,0,0,0,0,0,0
ENSMUSG00000119323,0,0,0,0,0,0
ENSMUSG00000087385,0,0,69,0,48,0
ENSMUSG00000028532,0,0,0,52,0,53
ENSMUSG00000073789,0,0,0,0,0,0
ENSMUSG00000102578,0,0,0,0,0,0
ENSMUSG00000035275,50,110,0,26,0,0
ENSMUSG00000088551,0,0,0,0,0,0
ENSMUSG00000028530,4150,2360,3037,2213,2382,2235
ENSMUSG00000032998,887,795,1055,619,606,1318
ENSMUSG00000077677,0,68,71,0,0,0
ENSMUSG00000082928,0,0,22,0,0,0
ENSMUSG00000065279,0,0,0,0,0,0
ENSMUSG00000081678,0,0,0,0,0,0
ENSMUSG00000085863,0,0,0,0,0,0
ENSMUSG00000081621,0,0,0,0,54,0
ENSMUSG00000065451,0,0,0,0,0,0
ENSMUSG00000023247,0,0,0,0,0,0
ENSMUSG00000087361,13,56,12,0,40,21
ENSMUSG00000083614,0,0,0,0,0,0
ENSMUSG00000084758,0,62,0,0,0,0
ENSMUSG00000032978,0,0,0,33,0,0
ENSMUSG00000028634,2381,3089,2144,1648,1126,1680
ENSMUSG00000115115,0,0,0,0,0,0
ENSMUSG00000028527,1,148,69,38,140,106
ENSMUSG00000028635,0,0,0,0,0,0
ENSMUSG00000052135,0,0,0,0,0,0
ENSMUSG00000000085,341,311,659,296,258,215
ENSMUSG00000047518,0,0,0,0,0,0
ENSMUSG00000028633,68,187,78,74,157,22
ENSMUSG00000028528,1,0,0,0,0,0
ENSMUSG00002075496,0,0,0,0,0,0
ENSMUSG00000035212,860,609,1180,208,656,632
ENSMUSG00000041025,126,56,64,40,39,0
ENSMUSG00000094439,0,0,0,0,0,0
ENSMUSG00000028737,126,34,58,0,0,42
ENSMUSG00000098569,0,0,0,0,0,0
ENSMUSG00000028738,0,0,0,0,0,0
ENSMUSG00000032897,200,234,439,148,114,116
ENSMUSG00000065490,0,0,0,0,0,0
ENSMUSG00000119752,0,0,0,0,0,0
ENSMUSG00000118731,0,0,0,0,0,0
ENSMUSG00002076639,0,0,0,0,0,0
ENSMUSG00000028736,0,0,0,0,0,0
ENSMUSG00000087646,0,0,0,0,0,0
ENSMUSG00000087628,0,0,0,0,0,0
ENSMUSG00000085928,0,0,0,0,0,0
ENSMUSG00000078234,0,0,0,0,0,0
ENSMUSG00000089294,0,0,0,0,0,0
ENSMUSG00000040972,0,0,0,0,0,0
ENSMUSG00000085968,0,0,0,0,0,0
ENSMUSG00000086164,0,0,0,0,0,0
ENSMUSG00000103107,1,0,1,0,0,1
ENSMUSG00000087084,0,0,0,0,0,0
ENSMUSG00000086960,0,0,0,0,0,0
ENSMUSG00000086437,0,0,0,0,0,0
ENSMUSG00000085047,0,0,0,0,0,0
ENSMUSG00000118416,0,0,0,0,0,0
ENSMUSG00000032890,0,124,168,214,2,46
ENSMUSG00000082200,0,0,0,0,0,0
ENSMUSG00000089381,0,0,0,0,0,0
ENSMUSG00000028629,32,30,27,42,118,52
ENSMUSG00000064141,2,50,0,77,46,0
ENSMUSG00000032870,1162,1881,1865,838,835,1189
ENSMUSG00000106436,0,0,0,0,0,0
ENSMUSG00000028626,0,0,0,0,0,0
ENSMUSG00000043207,1069,1122,1238,856,720,1300
ENSMUSG00002076811,0,0,0,0,0,0
ENSMUSG00000088168,0,0,0,0,0,0
ENSMUSG00000078577,0,0,0,0,0,0
ENSMUSG00000081423,0,0,0,0,0,0
ENSMUSG00000082891,0,0,0,0,0,0
ENSMUSG00000081305,0,0,0,0,0,0
ENSMUSG00002076717,0,0,0,0,0,0
ENSMUSG00000049878,853,1140,890,706,581,891
ENSMUSG00000080706,0,0,0,0,0,0
ENSMUSG00000073764,0,0,0,0,0,0
ENSMUSG00000083941,0,0,0,0,0,0
ENSMUSG00000083901,0,0,0,0,0,0
ENSMUSG00000081465,0,0,0,0,0,0
ENSMUSG00000081667,0,0,0,0,0,0
ENSMUSG00000078576,0,0,0,0,0,0
ENSMUSG00000082821,0,0,0,0,0,0
ENSMUSG00000088418,0,0,0,0,0,0
ENSMUSG00000078575,0,0,0,0,0,0
ENSMUSG00000083615,0,0,0,0,0,0
ENSMUSG00000083679,30,62,19,1,30,22
ENSMUSG00000083558,0,0,0,5,0,0
ENSMUSG00000083949,0,0,0,0,0,0
ENSMUSG00000083867,0,0,0,0,0,0
ENSMUSG00000083365,0,0,0,5,0,0
ENSMUSG00000081377,0,0,0,0,0,0
ENSMUSG00000084196,0,0,0,0,0,0
ENSMUSG00000080871,0,0,0,0,0,0
ENSMUSG00000083109,0,0,0,0,0,0
ENSMUSG00000023263,0,0,0,0,0,0
ENSMUSG00000084082,0,0,0,0,0,0
ENSMUSG00000083494,0,0,0,0,0,0
ENSMUSG00000028657,1768,1016,1528,842,792,1331
ENSMUSG00000028525,571,403,209,152,676,231
ENSMUSG00000077260,0,0,0,0,0,0
ENSMUSG00000028656,5889,5553,8166,4937,5203,4974
ENSMUSG00000040964,257,211,129,145,181,321
ENSMUSG00000080929,0,0,0,0,0,0
ENSMUSG00000086159,0,0,0,0,0,0
ENSMUSG00002076108,0,0,0,0,0,0
ENSMUSG00000028655,0,0,0,0,0,0
ENSMUSG00000086443,0,0,0,0,0,0
ENSMUSG00000028654,144,32,232,12,0,0
ENSMUSG00000040945,852,1199,1206,598,504,886
ENSMUSG00002075547,0,0,0,0,0,0
ENSMUSG00000028653,368,9,109,0,74,0
ENSMUSG00000086153,0,0,0,0,0,0
ENSMUSG00000002384,0,0,0,94,0,0
ENSMUSG00000102997,0,0,0,0,0,0
ENSMUSG00000076438,0,0,0,0,0,0
ENSMUSG00000040935,0,0,1,0,0,0
ENSMUSG00000028651,50,28,167,0,40,23
ENSMUSG00000025330,0,0,36,1,0,44
ENSMUSG00000046093,0,0,0,0,0,0
ENSMUSG00000054958,0,0,42,0,0,0
ENSMUSG00000025328,0,0,0,0,0,0
ENSMUSG00000032744,0,0,0,1,0,0
ENSMUSG00000085918,0,0,0,0,0,0
ENSMUSG00000083720,0,0,0,0,0,0
ENSMUSG00000025329,1,0,43,0,0,0
ENSMUSG00000087045,0,0,1,0,0,0
ENSMUSG00000028927,546,674,938,876,340,843
ENSMUSG00000064443,0,0,0,0,0,0
ENSMUSG00000028524,0,2,47,0,0,0
ENSMUSG00000011257,339,417,162,216,98,97
ENSMUSG00000082634,0,0,0,0,0,0
ENSMUSG00000064655,0,0,0,0,0,0
ENSMUSG00000065778,0,0,0,0,0,0
ENSMUSG00000118657,0,0,0,0,0,0
ENSMUSG00000032726,0,0,0,0,0,0
ENSMUSG00000076436,0,0,0,0,0,0
ENSMUSG00000028519,0,0,0,0,0,0
ENSMUSG00000080913,0,0,0,0,0,0
ENSMUSG00000081696,0,0,0,0,0,0
ENSMUSG00000028920,590,909,588,272,279,518
ENSMUSG00000073733,0,0,0,0,11,0
ENSMUSG00000103366,0,0,0,0,12,0
ENSMUSG00000028919,0,0,0,0,0,0
ENSMUSG00000085774,0,0,0,0,0,0
ENSMUSG00000006445,0,0,0,0,0,0
ENSMUSG00002075485,0,0,0,0,0,0
ENSMUSG00000085836,0,0,0,2,0,0
ENSMUSG00000084238,0,0,0,0,0,0
ENSMUSG00000006218,0,0,0,0,0,0
ENSMUSG00000033770,0,0,0,2,0,0
ENSMUSG00000086061,0,0,0,0,0,0
ENSMUSG00000006216,0,0,0,0,0,1
ENSMUSG00000006221,0,36,0,0,0,0
ENSMUSG00000070637,0,0,0,0,0,0
ENSMUSG00000006215,34,165,196,165,108,127
ENSMUSG00000040761,2136,2469,2868,2359,2110,2415
ENSMUSG00000006219,1957,1935,2420,1420,1561,1827
ENSMUSG00000043085,38,19,0,67,12,0
ENSMUSG00000073731,0,0,0,0,0,0
ENSMUSG00000040740,0,0,56,0,0,0
ENSMUSG00000028917,1566,1091,2052,1115,932,1807
ENSMUSG00000110067,0,0,0,0,0,0
ENSMUSG00000103678,0,0,0,0,0,0
ENSMUSG00000057637,809,942,1466,593,1135,1327
ENSMUSG00000106597,0,0,0,0,0,0
ENSMUSG00000081838,3,0,86,0,0,0
ENSMUSG00000083826,0,0,0,64,0,0
ENSMUSG00000087903,0,0,0,0,0,0
ENSMUSG00000082575,96,50,65,207,54,261
ENSMUSG00000028583,205,226,202,362,422,338
ENSMUSG00002075549,0,0,0,0,0,0
ENSMUSG00000028584,0,0,0,6,0,0
ENSMUSG00000028593,0,0,0,0,0,0
ENSMUSG00000083390,0,0,0,0,0,0
ENSMUSG00000082418,0,0,0,0,0,0
ENSMUSG00000078506,0,0,0,50,0,0
ENSMUSG00000070610,0,0,0,52,50,51
ENSMUSG00000070609,0,0,0,0,0,0
ENSMUSG00000078505,0,0,0,0,0,0
ENSMUSG00000041735,0,0,0,0,0,0
ENSMUSG00000077327,0,0,0,0,0,0
